Column1,Title,PositiveReview,NegativeReview,Topic,Selected Content,Pos/Neg,Head,Body 1,Body 2,Body 3,Body 4,Body 5,Body 6,Body 7,Body 8,Body 9,Body 10,Body 11,Body 12,Body 13,Body 14,Body 15,Cont. Body 1,Cont. Body 2,Cont. Body 3,Cont. Body 4,Cont. Body 5,Cont. Body 6,Cont. Body 7,Cont. Body 8,Cont. Body 9,Cont. Body 10,Cont. Body 11,Cont. Body 12,Cont. Body 13,Cont. Body 14,Cont. Body 15,Concat,Claim,PositiveReview Relevancy,NegativeReview Relevancy,Column2,Column3,,
621,Amazing attitude from the staff,"The owner of the place is an amazing guy, nice and answers everything! There are breakfasts, not a big variety but tasty",,Staff,"The owner of the place is an amazing guy, nice and answers everything! ",Positive,good_staff,amazing_staff,nice_staff,staff_answer_everything,,,,,,,,,,,,,no_evident_not_amazing_staff,no_evident_not_nice_staff,no_evident_not_staff_answer_everything,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
621,Amazing attitude from the staff,"The owner of the place is an amazing guy, nice and answers everything! There are breakfasts, not a big variety but tasty",,Food,"There are breakfasts, not a big variety but tasty",Positive,good_food,tasty_breakfast,,,,,,,,,,,,,,,no_evident_not_tasty_breakfast,,,,,,,,,,,,,,,,,,,,,,
621,Amazing attitude from the staff,"The owner of the place is an amazing guy, nice and answers everything! There are breakfasts, not a big variety but tasty",,Food,"There are breakfasts, not a big variety but tasty",Negative,bad_food,not_big_breakfast,,,,,,,,,,,,,,,have_evident_not_big_breakfast,,,,,,,,,,,,,,,,,,,,,,
622,"For one night, after a late arrival, the hotel was wonderful! there is a small café downstairs where you can go for an egg
","super friendly staff and a clean, modern room",we didn't have a balcony. It wasn't bad though as we were only there for one night.,Staff,super friendly staff ,Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,"friendly_staff , no_evident_not_friendly_staff",,,,,,,
622,"For one night, after a late arrival, the hotel was wonderful! there is a small café downstairs where you can go for an egg
","super friendly staff and a clean, modern room",we didn't have a balcony. It wasn't bad though as we were only there for one night.,Room,"a clean, modern room",Positive,good_room,clean_room,modern_room,,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_modern_room,,,,,,,,,,,,,,"clean_room , modern_room , no_evident_not_clean_room , no_evident_not_modern_room",,,,,,,
622,"For one night, after a late arrival, the hotel was wonderful! there is a small café downstairs where you can go for an egg
","super friendly staff and a clean, modern room",we didn't have a balcony. It wasn't bad though as we were only there for one night.,Room,we didn't have a balcony.,Negative,bad_room,no_balcony,no_balcony,,,,,,,,,,,,,,have_evident_no_balcony,have_evident_no_balcony,,,,,,,,,,,,,,"no_balcony , no_balcony , have_evident_no_balcony , have_evident_no_balcony",Claim,Yes,No,,,,
622,"For one night, after a late arrival, the hotel was wonderful! there is a small café downstairs where you can go for an egg
","super friendly staff and a clean, modern room",we didn't have a balcony. It wasn't bad though as we were only there for one night.,Off,It wasn't bad though as we were only there for one night.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,"Very Good
",Good location near the airport and the beach.,Noisy air conditioning and night traffic in the area.,Location,Good location near the airport and the beach.,Positive,good_location,near_airport,near_beach,,,,,,,,,,,,,,no_evident_not_near_airport,no_evident_not_near_beach,,,,,,,,,,,,,,"near_airport , near_beach , no_evident_not_near_airport , no_evident_not_near_beach",,,,,,,
623,"Very Good
",Good location near the airport and the beach.,Noisy air conditioning and night traffic in the area.,Room,Noisy air conditioning,Negative,bad_room,noisy_air_conditioner,,,,,,,,,,,,,,,have_evident_noisy_air_conditioner,,,,,,,,,,,,,,,"noisy_air_conditioner , have_evident_noisy_air_conditioner",Claim,Yes,No,,,,
623,"Very Good
",Good location near the airport and the beach.,Noisy air conditioning and night traffic in the area.,Location,night traffic in the area.,Negative,bad_location,night_traffic,,,,,,,,,,,,,,,have_evident_night_traffic,,,,,,,,,,,,,,,"night_traffic , have_evident_night_traffic",,,,,,,
624,Lovely again.,"Nice modern room.
 Boss and family take care of that
 Well-being of your guests!",There was nothing to complain about!,Room,"Nice modern room.
 ",Positive,good_room,nice_room,modern_room,,,,,,,,,,,,,,no_evident_not_nice_room,no_evident_not_modern_room,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
624,Lovely again.,"Nice modern room.
 Boss and family take care of that
 Well-being of your guests!",There was nothing to complain about!,Staff,"Boss and family take care of that
 Well-being of your guests!",Positive,good_staff,staff_take_care_well-being_of_guest,,,,,,,,,,,,,,,no_evident_not_staff_take_care_well-being_of_guest,,,,,,,,,,,,,,,,,,,,,,
624,Lovely again.,"Nice modern room.
 Boss and family take care of that
 Well-being of your guests!",There was nothing to complain about!,Off,There was nothing to complain about!,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,I would book again,"No breakfast booked.
 Location very good for airport and beach.",,Off,No breakfast booked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
625,I would book again,"No breakfast booked.
 Location very good for airport and beach.",,Location,Location very good for airport and beach.,Positive,good_location,good_location_for_airport,good_location_for_beach,,,,,,,,,,,,,,no_evident_not_good_location_for_airport,no_evident_not_good_location_for_beach,,,,,,,,,,,,,,,,,,,,,
626,Incredible staff,"The most important thing about the hotel is the incredible staff. Very soulful atmosphere.
 Definitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade.
 The general manager, he is behind the counter in the restaurant, made our holiday)
 The rooms are clean, air-conditioned, balcony, mini-bar.
 Definitely recommend",,Staff,The most important thing about the hotel is the incredible staff. Very soulful atmosphere.,Positive,good_staff,incredible_staff,soulful_atmosphere_staff,,,,,,,,,,,,,,no_evident_not_incredible_staff,no_evident_not_soulful_atmosphere_staff,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
626,Incredible staff,"The most important thing about the hotel is the incredible staff. Very soulful atmosphere.
 Definitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade.
 The general manager, he is behind the counter in the restaurant, made our holiday)
 The rooms are clean, air-conditioned, balcony, mini-bar.
 Definitely recommend",,Food,"Definitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade.",Positive,good_food,pasta_piping_hot,pizza_piping_hot,salad_piping_hot,burger_piping_hot,everything_piping_hot,tasty_pasta,tasty_pizza,tasty_salad,tasty_burger,everything_tasty,homemade_pasta,homemade_pizza,homemade_salad,homemade_burger,everything_homemade,no_evident_not_pasta_piping_hot,no_evident_not_pizza_piping_hot,no_evident_not_salad_piping_hot,no_evident_not_burger_piping_hot,no_evident_not_everything_piping_hot,no_evident_not_tasty_pasta,no_evident_not_tasty_pizza,no_evident_not_tasty_salad,no_evident_not_tasty_burger,no_evident_not_everything_tasty,no_evident_not_homemade_pasta,no_evident_not_homemade_pizza,no_evident_not_homemade_salad,no_evident_not_homemade_burger,no_evident_not_everything_homemade,,,,,,,,
626,Incredible staff,"The most important thing about the hotel is the incredible staff. Very soulful atmosphere.
 Definitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade.
 The general manager, he is behind the counter in the restaurant, made our holiday)
 The rooms are clean, air-conditioned, balcony, mini-bar.
 Definitely recommend",,Room,"The rooms are clean, air-conditioned, balcony, mini-bar.",Positive,good_room,clean_room,air_conditioned_room,balcony_room,minibar_provided,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_air_conditioned_room,no_evident_not_balcony_room,no_evident_not_minibar_provided,,,,,,,,,,,,,,,,,,,
626,Incredible staff,"The most important thing about the hotel is the incredible staff. Very soulful atmosphere.
 Definitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade.
 The general manager, he is behind the counter in the restaurant, made our holiday)
 The rooms are clean, air-conditioned, balcony, mini-bar.
 Definitely recommend",,Off,"The general manager, he is behind the counter in the restaurant, made our holiday), Definitely recommend",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"Perfect, thank you very much for the hospitality","I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket, a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell, I have never come across this in my life amazing thank you so much to this hotel.",A bit far from the city center but taxis cost us the same price from anywhere in the city so it's not critical other than that it's a stunning place.,Staff,"I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket,",Positive,good_staff,greeting_with_smile,respond_to_help,staff_call_us_taxi,staff_no_charge_lost_room_ticket,,,,,,,,,,,,no_evident_not_greeting_with_smile,no_evident_not_respond_to_help,no_evident_not_staff_call_us_taxi,no_evident_not_staff_no_charge_lost_room_ticket,,,,,,,,,,,,"greeting_with_smile , respond_to_help , staff_call_us_taxi , staff_no_charge_lost_room_ticket , no_evident_not_greeting_with_smile , no_evident_not_respond_to_help , no_evident_not_staff_call_us_taxi , no_evident_not_staff_no_charge_lost_room_ticket",,,,,,,
627,"Perfect, thank you very much for the hospitality","I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket, a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell, I have never come across this in my life amazing thank you so much to this hotel.",A bit far from the city center but taxis cost us the same price from anywhere in the city so it's not critical other than that it's a stunning place.,Facility,"a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell,",Positive,good_facility,stunning_hotel,aesthetic_hotel,clean_hotel,innovative_hotel,interesting_service,can_request_by_push_button,,,,,,,,,,no_evident_not_stunning_hotel,no_evident_not_aesthetic_hotel,no_evident_not_clean_hotel,no_evident_not_innovative_hotel,no_evident_not_interesting_service,no_evident_not_can_request_by_push_button,,,,,,,,,,"stunning_hotel , aesthetic_hotel , clean_hotel , innovative_hotel , interesting_service , can_request_by_push_button , no_evident_not_stunning_hotel , no_evident_not_aesthetic_hotel , no_evident_not_clean_hotel , no_evident_not_innovative_hotel , no_evident_not_interesting_service , no_evident_not_can_request_by_push_button",,,,,,,
627,"Perfect, thank you very much for the hospitality","I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket, a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell, I have never come across this in my life amazing thank you so much to this hotel.",A bit far from the city center but taxis cost us the same price from anywhere in the city so it's not critical other than that it's a stunning place.,Off,I have never come across this in my life amazing thank you so much to this hotel. so it's not critical other than that it's a stunning place.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"Perfect, thank you very much for the hospitality","I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket, a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell, I have never come across this in my life amazing thank you so much to this hotel.",A bit far from the city center but taxis cost us the same price from anywhere in the city so it's not critical other than that it's a stunning place.,Location,A bit far from the city center,Negative,bad_location,far_from_city_center,,,,,,,,,,,,,,,have_evident_far_from_city_center,,,,,,,,,,,,,,,"far_from_city_center , have_evident_far_from_city_center",Claim,Yes,No,,,,
627,"Perfect, thank you very much for the hospitality","I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket, a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell, I have never come across this in my life amazing thank you so much to this hotel.",A bit far from the city center but taxis cost us the same price from anywhere in the city so it's not critical other than that it's a stunning place.,Location,but taxis cost us the same price from anywhere in the city ,Positive,good_location,taxi_cost_same_price_anywhere,,,,,,,,,,,,,,,no_evident_not_taxi_cost_same_price_anywhere,,,,,,,,,,,,,,,"taxi_cost_same_price_anywhere , no_evident_not_taxi_cost_same_price_anywhere",,,,,,,
628,"Location, cleanliness, comfort, accommodation",The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center. The hotel is located in a dead-end and quiet street - we had plenty of parking. The rooms were very clean. The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.,,Location,The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center. The hotel is located in a dead-end and quiet street,Positive,good_location,close_to_airport,good_frequency_bus_next_to_airport,close_to_city_center,located_in_dead-end_street,located_in_quiet_street,,,,,,,,,,,no_evident_not_close_to_airport,no_evident_not_good_frequency_bus_next_to_airport,no_evident_not_close_to_city_center,no_evident_not_located_in_dead-end_street,no_evident_not_located_in_quiet_street,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
628,"Location, cleanliness, comfort, accommodation",The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center. The hotel is located in a dead-end and quiet street - we had plenty of parking. The rooms were very clean. The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.,,Facility,- we had plenty of parking. ,Positive,good_facility,plenty_of_parking,,,,,,,,,,,,,,,no_evident_not_plenty_of_parking,,,,,,,,,,,,,,,,,,,,,,
628,"Location, cleanliness, comfort, accommodation",The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center. The hotel is located in a dead-end and quiet street - we had plenty of parking. The rooms were very clean. The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.,,Room,The rooms were very clean. ,Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,,
628,"Location, cleanliness, comfort, accommodation",The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center. The hotel is located in a dead-end and quiet street - we had plenty of parking. The rooms were very clean. The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.,,Staff,The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.,Positive,good_staff,nice_staff,staff_give_pleasant_feeling,staff_confirm_arrival_time,,,,,,,,,,,,,no_evident_not_nice_staff,no_evident_not_staff_give_pleasant_feeling,no_evident_not_staff_confirm_arrival_time,,,,,,,,,,,,,,,,,,,,
629,Lovely staff and the hotel looks very cozy and clean,"We stayed literally for a few hours, the welcome was pleasant and they helped us order a taxi to the airport!",,Staff,"We stayed literally for a few hours, the welcome was pleasant and they helped us order a taxi to the airport!",Positive,good_staff,pleasant_welcome,staff_help_order_taxi_to_airport,,,,,,,,,,,,,,no_evident_not_pleasant_welcome,no_evident_not_staff_help_order_taxi_to_airport,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
630,Nice 3 star hotel.,"Very friendly and helpful
 Staff.",Wifi was weak at times.,Staff,Very friendly and helpful Staff.,Positive,good_staff,friendly_staff,helpful_staff,,,,,,,,,,,,,,no_evident_not_friendly_staff,no_evident_not_helpful_staff,,,,,,,,,,,,,,"friendly_staff , helpful_staff , no_evident_not_friendly_staff , no_evident_not_helpful_staff",,,,,,,
630,Nice 3 star hotel.,"Very friendly and helpful
 Staff.",Wifi was weak at times.,Room,Wifi was weak at times.,Negative,bad_room,weak_wifi,,,,,,,,,,,,,,,have_evident_weak_wifi,,,,,,,,,,,,,,,"weak_wifi , have_evident_weak_wifi",Claim,Yes,Yes,,,,
631,Exceptional,"It was very new, clean and quite modern. Excellent price/quality ratio",Anything,Room,"It was very new, clean and quite modern. ",Positive,good_room,new_room,clean_room,modern_room,,,,,,,,,,,,,no_evident_not_new_room,no_evident_not_clean_room,no_evident_not_modern_room,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
631,Exceptional,"It was very new, clean and quite modern. Excellent price/quality ratio",Anything,Price,Excellent price/quality ratio,Positive,good_price,excellent_price,excellent_quality_ratio,,,,,,,,,,,,,,no_evident_not_excellent_price,no_evident_not_excellent_quality_ratio,,,,,,,,,,,,,,,,,,,,,
631,Exceptional,"It was very new, clean and quite modern. Excellent price/quality ratio",Anything,Off,Anything,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,"Nice and clean room, very friendly staff","we only stayed at the LaVeranda Hotel for one night as the end of our Cyprus trip to be as close to the airport as possible for the last night! It was perfect for that. The room was very nicely furnished and, above all, super clean. The bus connection to the city center was just around the corner and we were able to get back to the hotel later in the evening without any problems using public transport. The location was also perfect for the trip to the airport the next morning (7:00 am). Mackenzie Beach is super close and so are lots of cool bars and restaurants.",,Off,we only stayed at the LaVeranda Hotel for one night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
632,"Nice and clean room, very friendly staff","we only stayed at the LaVeranda Hotel for one night as the end of our Cyprus trip to be as close to the airport as possible for the last night! It was perfect for that. The room was very nicely furnished and, above all, super clean. The bus connection to the city center was just around the corner and we were able to get back to the hotel later in the evening without any problems using public transport. The location was also perfect for the trip to the airport the next morning (7:00 am). Mackenzie Beach is super close and so are lots of cool bars and restaurants.",,Location,as the end of our Cyprus trip to be as close to the airport as possible for the last night! It was perfect for that. The bus connection to the city center was just around the corner and we were able to get back to the hotel later in the evening without any problems using public transport. The location was also perfect for the trip to the airport the next morning (7:00 am). Mackenzie Beach is super close and so are lots of cool bars and restaurants.,Positive,good_location,close_to_airport,bus_to_city_center_around_corner,no_problem_use_public_transport,perfect_location_to_airport_in_morning,close_to_Mackenzie_beach,,,,,,,,,,,no_evident_not_close_to_airport,no_evident_not_bus_to_city_center_around_corner,no_evident_not_no_problem_use_public_transport,no_evident_not_perfect_location_to_airport_in_morning,no_evident_not_close_to_Mackenzie_beach,,,,,,,,,,,,,,,,,,
632,"Nice and clean room, very friendly staff","we only stayed at the LaVeranda Hotel for one night as the end of our Cyprus trip to be as close to the airport as possible for the last night! It was perfect for that. The room was very nicely furnished and, above all, super clean. The bus connection to the city center was just around the corner and we were able to get back to the hotel later in the evening without any problems using public transport. The location was also perfect for the trip to the airport the next morning (7:00 am). Mackenzie Beach is super close and so are lots of cool bars and restaurants.",,Room,"The room was very nicely furnished and, above all, super clean. ",Positive,good_room,nicely_furnished_room,above_all_room,clean_room,,,,,,,,,,,,,no_evident_not_nicely_furnished_room,no_evident_not_above_all_room,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,
633,Nice hotel in Larnaca!,"Even though we arrived at 3 a.m., they waited for us. Very friendly, very clean! close to the airport!",,Check-in,"Even though we arrived at 3 a.m., they waited for us. ",Positive,good_check-in,staff_wait_for_check-in_at_3am,,,,,,,,,,,,,,,no_evident_not_staff_wait_for_check-in_at_3am,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
633,Nice hotel in Larnaca!,"Even though we arrived at 3 a.m., they waited for us. Very friendly, very clean! close to the airport!",,Staff,"Even though we arrived at 3 a.m., they waited for us. Very friendly, ",Positive,good_staff,staff_wait_for_check-in_at_3am,,,,,,,,,,,,,,,no_evident_not_staff_wait_for_check-in_at_3am,,,,,,,,,,,,,,,,,,,,,,
633,Nice hotel in Larnaca!,"Even though we arrived at 3 a.m., they waited for us. Very friendly, very clean! close to the airport!",,Room,very clean! ,Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,,
633,Nice hotel in Larnaca!,"Even though we arrived at 3 a.m., they waited for us. Very friendly, very clean! close to the airport!",,Location,close to the airport!,Positive,good_location,close_to_airport,,,,,,,,,,,,,,,no_evident_not_close_to_airport,,,,,,,,,,,,,,,,,,,,,,
634,a quiet place,kindness,,Staff,kindness,Positive,good_staff,kind_staff,,,,,,,,,,,,,,,no_evident_not_kind_staff,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
635,Nice place!,"Great location. 10 minutes by bus from and to the airport. 10 minutes walk to the beach and cafes by the beach. It takes 40 minutes to walk along the promenade to the city, but it's nice. The hotel is good, the staff is friendly.",,Location,"Great location. 10 minutes by bus from and to the airport. 10 minutes walk to the beach and cafes by the beach. It takes 40 minutes to walk along the promenade to the city, but it's nice. ",Positive,good_location,great_location,10_minute_from_airport_by_bus,10_minute_to_airport_by_bus,10_minute_walk_to_beach,10_minute_walk_to_cafe,40_minute_walk_to_city,,,,,,,,,,no_evident_not_great_location,no_evident_not_10_minute_from_airport_by_bus,no_evident_not_10_minute_to_airport_by_bus,no_evident_not_10_minute_walk_to_beach,no_evident_not_10_minute_walk_to_cafe,no_evident_not_40_minute_walk_to_city,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
635,Nice place!,"Great location. 10 minutes by bus from and to the airport. 10 minutes walk to the beach and cafes by the beach. It takes 40 minutes to walk along the promenade to the city, but it's nice. The hotel is good, the staff is friendly.",,Facility,"The hotel is good, ",Positive,good_facility,good_hotel,,,,,,,,,,,,,,,no_evident_not_good_hotel,,,,,,,,,,,,,,,,,,,,,,
635,Nice place!,"Great location. 10 minutes by bus from and to the airport. 10 minutes walk to the beach and cafes by the beach. It takes 40 minutes to walk along the promenade to the city, but it's nice. The hotel is good, the staff is friendly.",,Staff,the staff is friendly.,Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,,,,,,,,
636,Excellent value for the price,"A renovated, brilliant family hotel with a very friendly staff. Suited us for a one night stay before a flight. We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want. recommended.",,Facility,"A renovated, brilliant family hotel with a very friendly staff. ",Positive,good_facility,renovated_hotel,brilliant_hotel ,family_hotel ,,,,,,,,,,,,,no_evident_not_renovated_hotel,no_evident_not_brilliant_hotel ,no_evident_not_family_hotel ,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
636,Excellent value for the price,"A renovated, brilliant family hotel with a very friendly staff. Suited us for a one night stay before a flight. We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want. recommended.",,Staff,a very friendly staff. ,Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,,,,,,,,
636,Excellent value for the price,"A renovated, brilliant family hotel with a very friendly staff. Suited us for a one night stay before a flight. We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want. recommended.",,Location,Suited us for a one night stay before a flight. ,Positive,good_location,suit_for_one_night_before_flight,,,,,,,,,,,,,,,no_evident_not_suit_for_one_night_before_flight,,,,,,,,,,,,,,,,,,,,,,
636,Excellent value for the price,"A renovated, brilliant family hotel with a very friendly staff. Suited us for a one night stay before a flight. We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want. recommended.",,Food,We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want. ,Positive,good_food,excellent_dinner,chef_understand_what_we_want,,,,,,,,,,,,,,no_evident_not_excellent_dinner,no_evident_not_chef_understand_what_we_want,,,,,,,,,,,,,,,,,,,,,
636,Excellent value for the price,"A renovated, brilliant family hotel with a very friendly staff. Suited us for a one night stay before a flight. We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want. recommended.",,Off,recommended.,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Airport connection TOP,Perfect location to the airport. Very friendly reception. Very clean.,,Location,Perfect location to the airport.,Positive,good_location,perfect_location_for_airport,,,,,,,,,,,,,,,no_evident_not_perfect_location_for_airport,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
637,Airport connection TOP,Perfect location to the airport. Very friendly reception. Very clean.,,Staff,Very friendly reception. ,Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,,,,,,,,
637,Airport connection TOP,Perfect location to the airport. Very friendly reception. Very clean.,,Room,Very clean.,Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,,
638,Beautiful and relaxing stay,"Location, room comfort, service and courtesy of the staff.",Everything was perfect !,Off,"Location, Everything was perfect !",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
638,Beautiful and relaxing stay,"Location, room comfort, service and courtesy of the staff.",Everything was perfect !,Room,"room comfort, ",Positive,good_room,comfortable_room,,,,,,,,,,,,,,,no_evident_not_comfortable_room,,,,,,,,,,,,,,,,,,,,,,
638,Beautiful and relaxing stay,"Location, room comfort, service and courtesy of the staff.",Everything was perfect !,Staff,service and courtesy of the staff.,Positive,good_staff,service_of_staff,courteous_staff,,,,,,,,,,,,,,no_evident_not_service_of_staff,no_evident_not_courteous_staff,,,,,,,,,,,,,,,,,,,,,
639,Nice small and clean hotel.,Small beautiful clean room. They accommodated us with an earlier check-in and earlier check-out. There is no problem with a later check-in either. ,,Room,Small beautiful clean room. ,Positive,good_room,small_room,beautiful_room,clean_room,,,,,,,,,,,,,no_evident_not_small_room,no_evident_not_beautiful_room,no_evident_not_clean_room,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
639,Nice small and clean hotel.,Small beautiful clean room. They accommodated us with an earlier check-in and earlier check-out. There is no problem with a later check-in either. ,,Staff,They accommodated us with an earlier check-in and earlier check-out. Staff very nice. The hotel arranged a transfer to the airport for us.,Positive,good_staff,accommodated_staff,staff_give_early_check-in,staff_give_early_check-out,nice_staff,staff_arrange_transfer_to_airport,,,,,,,,,,,no_evident_not_accommodated_staff,no_evident_not_staff_give_early_check-in,no_evident_not_staff_give_early_check-out,no_evident_not_nice_staff,no_evident_not_staff_arrange_transfer_to_airport,,,,,,,,,,,,,,,,,,
639,Nice small and clean hotel.,Small beautiful clean room. They accommodated us with an earlier check-in and earlier check-out. There is no problem with a later check-in either. ,,Check-in,They accommodated us with an earlier check-in and earlier check-out. There is no problem with a later check-in either. ,Positive,good_check-in,staff_give_early_check-in,,,,,,,,,,,,,,,no_evident_not_staff_give_early_check-in,,,,,,,,,,,,,,,,,,,,,,
639,Nice small and clean hotel.,Small beautiful clean room. They accommodated us with an earlier check-in and earlier check-out. There is no problem with a later check-in either. ,,Check-out,They accommodated us with an earlier check-in and earlier check-out.,Positive,good_check-out,staff_give_early_check-out,,,,,,,,,,,,,,,no_evident_not_staff_give_early_check-out,,,,,,,,,,,,,,,,,,,,,,
639,Nice small and clean hotel.,Small beautiful clean room. They accommodated us with an earlier check-in and earlier check-out. There is no problem with a later check-in either. ,,Food,We had a small lunch here and it was delicious. ,Positive,good_food,delicious_lunch,,,,,,,,,,,,,,,no_evident_not_delicious_lunch,,,,,,,,,,,,,,,,,,,,,,
639,Nice small and clean hotel.,Small beautiful clean room. They accommodated us with an earlier check-in and earlier check-out. There is no problem with a later check-in either. ,,Location,"A short distance from the beach, we also found starfish. ",Positive,good_location,short_distance_from_beach,,,,,,,,,,,,,,,no_evident_not_short_distance_from_beach,,,,,,,,,,,,,,,,,,,,,,
640,Overall it was okay,It was very clean. The host was very nice. He gave us instructions on how to get to the hotel and then even picked us up at the bus stop because we were very late,the humid air in the room. It was very warm. The air conditioning probably didn't work properly,Room,It was very clean.,Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,"clean_room , no_evident_not_clean_room",,,,,,,
