ID,Original Assumption,Assumption,Proposition,is phrase B contain any Contrary to phrase A? by maya,is phrase B contain any Contrary to phrase A? by Watanee,is phrase B contain any Contrary to phrase A? by YY,is phrase B contain any Contrary to phrase A? by Nonraphan,is phrase B contain any Contrary to phrase A? by Phanphum,is phrase B contain any Contrary to phrase A? by Nimmida,Vote
4504,no_evident_not_staff_give_beautiful_hospitality,staff_give_beautiful_hospitality,staff_not_speak_Cypriot_language,,,,No,No,,No
4505,no_evident_not_staff_give_beautiful_hospitality,staff_give_beautiful_hospitality,no_staff_at_night,,,,Yes,Yes,,Yes
4506,no_evident_not_staff_give_beautiful_hospitality,staff_give_beautiful_hospitality,staff_not_understand_English_well,,,,No,No,,No
4507,no_evident_not_staff_give_beautiful_hospitality,staff_give_beautiful_hospitality,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4508,no_evident_not_staff_give_beautiful_hospitality,staff_give_beautiful_hospitality,only_one_staff_wear_mask,,,,No,No,,No
4509,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_not_speak_English_properly,,,,No,No,,No
4510,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_clean_after_complaint,,,,No,No,,No
4511,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_should_learn_better_English,,,,No,No,,No
4512,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_need_improve_organization,,,,No,No,,No
4513,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_need_improve_collaboration,,,,No,No,,No
4514,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_need_keep_update,,,,No,No,,No
4515,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,not_kind_staff,,,,Yes,Yes,,Yes
4516,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,no_empathy_staff,,,,Yes,Yes,,Yes
4517,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4518,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_fail_to_guest_request,,,,No,No,,No
4519,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_cannot_provide_double_bed,,,,No,No,,No
4520,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,offended_staff,,,,No,Yes,Yes,Yes
4521,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_not_justify_booking_issue,,,,Yes,Yes,,Yes
4522,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,Yes,Yes,Yes
4523,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_enforce_cancellation_charge,,,,No,No,,No
4524,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4525,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_not_provide_good_solution,,,,No,No,,No
4526,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_has_unaceptable_manner,,,,Yes,Yes,,Yes
4527,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_not_speak_Cypriot_language,,,,No,No,,No
4528,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,no_staff_at_night,,,,No,No,,No
4529,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_not_understand_English_well,,,,No,No,,No
4530,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4531,no_evident_not_kind_hospitality_staff,kind_hospitality_staff,only_one_staff_wear_mask,,,,No,No,,No
4532,no_evident_not_charming_staff,charming_staff,staff_not_speak_English_properly,,,,No,No,,No
4533,no_evident_not_charming_staff,charming_staff,staff_clean_after_complaint,,,,No,No,,No
4534,no_evident_not_charming_staff,charming_staff,staff_should_learn_better_English,,,,No,No,,No
4535,no_evident_not_charming_staff,charming_staff,staff_need_improve_organization,,,,No,No,,No
4536,no_evident_not_charming_staff,charming_staff,staff_need_improve_collaboration,,,,No,No,,No
4537,no_evident_not_charming_staff,charming_staff,staff_need_keep_update,,,,No,No,,No
4538,no_evident_not_charming_staff,charming_staff,not_kind_staff,,,,Yes,Yes,,Yes
4539,no_evident_not_charming_staff,charming_staff,no_empathy_staff,,,,Yes,Yes,,Yes
4540,no_evident_not_charming_staff,charming_staff,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4541,no_evident_not_charming_staff,charming_staff,staff_fail_to_guest_request,,,,No,No,,No
4542,no_evident_not_charming_staff,charming_staff,staff_cannot_provide_double_bed,,,,No,No,,No
4543,no_evident_not_charming_staff,charming_staff,offended_staff,,,,Yes,Yes,,Yes
4544,no_evident_not_charming_staff,charming_staff,staff_not_justify_booking_issue,,,,No,No,,No
4545,no_evident_not_charming_staff,charming_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4546,no_evident_not_charming_staff,charming_staff,staff_enforce_cancellation_charge,,,,No,No,,No
4547,no_evident_not_charming_staff,charming_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4548,no_evident_not_charming_staff,charming_staff,staff_not_provide_good_solution,,,,No,No,,No
4549,no_evident_not_charming_staff,charming_staff,staff_has_unaceptable_manner,,,,No,Yes,Yes,Yes
4550,no_evident_not_charming_staff,charming_staff,staff_not_speak_Cypriot_language,,,,No,No,,No
4551,no_evident_not_charming_staff,charming_staff,no_staff_at_night,,,,No,No,,No
4552,no_evident_not_charming_staff,charming_staff,staff_not_understand_English_well,,,,No,No,,No
4553,no_evident_not_charming_staff,charming_staff,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4554,no_evident_not_charming_staff,charming_staff,only_one_staff_wear_mask,,,,No,No,,No
4555,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_not_speak_English_properly,,,,No,No,,No
4556,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_clean_after_complaint,,,,No,No,,No
4557,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_should_learn_better_English,,,,No,No,,No
4558,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_need_improve_organization,,,,No,No,,No
4559,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_need_improve_collaboration,,,,No,No,,No
4560,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_need_keep_update,,,,No,No,,No
4561,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,not_kind_staff,,,,Yes,Yes,,Yes
4562,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,no_empathy_staff,,,,Yes,No,Yes,Yes
4563,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4564,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_fail_to_guest_request,,,,No,No,,No
4565,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_cannot_provide_double_bed,,,,No,No,,No
4566,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,offended_staff,,,,Yes,Yes,,Yes
4567,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
4568,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4569,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_enforce_cancellation_charge,,,,No,No,,No
4570,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4571,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_not_provide_good_solution,,,,Yes,No,Yes,Yes
4572,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_has_unaceptable_manner,,,,Yes,Yes,,Yes
4573,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_not_speak_Cypriot_language,,,,No,No,,No
4574,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,no_staff_at_night,,,,No,Yes,No,No
4575,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_not_understand_English_well,,,,No,No,,No
4576,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4577,no_evident_not_staff_answer_with_smile,staff_answer_with_smile,only_one_staff_wear_mask,,,,No,No,,No
4578,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_not_speak_English_properly,,,,No,No,,No
4579,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_clean_after_complaint,,,,No,No,,No
4580,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_should_learn_better_English,,,,No,No,,No
4581,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_need_improve_organization,,,,No,No,,No
4582,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_need_improve_collaboration,,,,No,No,,No
4583,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_need_keep_update,,,,No,No,,No
4584,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,not_kind_staff,,,,Yes,Yes,,Yes
4585,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,no_empathy_staff,,,,Yes,Yes,,Yes
4586,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4587,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_fail_to_guest_request,,,,Yes,Yes,,Yes
4588,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_cannot_provide_double_bed,,,,No,No,,No
4589,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,offended_staff,,,,Yes,No,Yes,Yes
4590,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
4591,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4592,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_enforce_cancellation_charge,,,,No,No,,No
4593,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4594,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_not_provide_good_solution,,,,Yes,No,Yes,Yes
4595,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_has_unaceptable_manner,,,,Yes,Yes,,Yes
4596,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_not_speak_Cypriot_language,,,,No,No,,No
4597,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,no_staff_at_night,,,,No,Yes,No,No
4598,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_not_understand_English_well,,,,No,No,,No
4599,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4600,no_evident_not_staff_agree_to_every_request,staff_agree_to_every_request,only_one_staff_wear_mask,,,,No,No,,No
4601,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_not_speak_English_properly,,,,No,No,,No
4602,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_clean_after_complaint,,,,No,No,,No
4603,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_should_learn_better_English,,,,No,No,,No
4604,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_need_improve_organization,,,,No,No,,No
4605,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_need_improve_collaboration,,,,No,No,,No
4606,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_need_keep_update,,,,No,No,,No
4607,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,not_kind_staff,,,,No,No,,No
4608,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,no_empathy_staff,,,,No,No,,No
4609,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4610,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_fail_to_guest_request,,,,No,No,,No
4611,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_cannot_provide_double_bed,,,,No,No,,No
4612,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,offended_staff,,,,No,No,,No
4613,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
4614,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4615,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_enforce_cancellation_charge,,,,No,No,,No
4616,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4617,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_not_provide_good_solution,,,,No,No,,No
4618,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_has_unaceptable_manner,,,,No,No,,No
4619,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_not_speak_Cypriot_language,,,,No,No,,No
4620,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,no_staff_at_night,,,,No,Yes,No,No
4621,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_not_understand_English_well,,,,No,No,,No
4622,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4623,no_evident_not_staff_give_arrival_explanation,staff_give_arrival_explanation,only_one_staff_wear_mask,,,,No,No,,No
4624,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_not_speak_English_properly,,,,No,No,,No
4625,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_clean_after_complaint,,,,No,No,,No
4626,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_should_learn_better_English,,,,No,No,,No
4627,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_need_improve_organization,,,,No,No,,No
4628,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_need_improve_collaboration,,,,No,No,,No
4629,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_need_keep_update,,,,No,No,,No
4630,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,not_kind_staff,,,,Yes,Yes,,Yes
4631,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,no_empathy_staff,,,,Yes,Yes,,Yes
4632,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4633,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_fail_to_guest_request,,,,No,No,,No
4634,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_cannot_provide_double_bed,,,,No,No,,No
4635,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,offended_staff,,,,No,No,,No
4636,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
4637,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4638,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_enforce_cancellation_charge,,,,No,No,,No
4639,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4640,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_not_provide_good_solution,,,,Yes,No,Yes,Yes
4641,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_has_unaceptable_manner,,,,Yes,Yes,,Yes
4642,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_not_speak_Cypriot_language,,,,No,No,,No
4643,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,no_staff_at_night,,,,Yes,Yes,,Yes
4644,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_not_understand_English_well,,,,No,No,,No
4645,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4646,no_evident_not_staff_help_with_all_question,staff_help_with_all_question,only_one_staff_wear_mask,,,,No,No,,No
4647,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_not_speak_English_properly,,No,,No,No,,No
4648,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_clean_after_complaint,,No,,No,No,,No
4649,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_should_learn_better_English,,No,,No,No,,No
4650,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_need_improve_organization,,No,,No,No,,No
4651,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_need_improve_collaboration,,No,,No,No,,No
4652,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_need_keep_update,,No,,No,No,,No
4653,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,not_kind_staff,,No,,Yes,Yes,,Yes
4654,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,no_empathy_staff,,No,,Yes,Yes,,Yes
4655,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_fail_to_communicate_with_taxi,,No,,Yes,Yes,,Yes
4656,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_fail_to_guest_request,,Yes,,Yes,Yes,,Yes
4657,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_cannot_provide_double_bed,,Yes,,Yes,Yes,,Yes
4658,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,offended_staff,,No,,No,No,,No
4659,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_not_justify_booking_issue,,Yes,,Yes,Yes,,Yes
4660,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,Yes,,No,No,,No
4661,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_enforce_cancellation_charge,,Yes,,No,No,,No
4662,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_mistakenly_throw_valuable_item_during_cleaning_service,,No,,No,No,,No
4663,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_not_provide_good_solution,,Yes,,Yes,Yes,,Yes
4664,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_has_unaceptable_manner,,No,,No,No,,No
4665,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_not_speak_Cypriot_language,,No,,No,No,,No
4666,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,no_staff_at_night,,No,,Yes,Yes,,Yes
4667,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_not_understand_English_well,,No,,No,No,,No
4668,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,staff_cannot_give_bus_to_airport_information,,Yes,,Yes,No,,Yes
4669,no_evident_not_staff_help_with_everything_needed,staff_help_with_everything_needed,only_one_staff_wear_mask,,No,,No,No,,No
4670,no_evident_not_upgrade_room_free,upgrade_room_free,staff_not_speak_English_properly,,No,,No,No,,No
4671,no_evident_not_upgrade_room_free,upgrade_room_free,staff_clean_after_complaint,,No,,No,No,,No
4672,no_evident_not_upgrade_room_free,upgrade_room_free,staff_should_learn_better_English,,No,,No,No,,No
4673,no_evident_not_upgrade_room_free,upgrade_room_free,staff_need_improve_organization,,No,,No,No,,No
4674,no_evident_not_upgrade_room_free,upgrade_room_free,staff_need_improve_collaboration,,No,,No,No,,No
4675,no_evident_not_upgrade_room_free,upgrade_room_free,staff_need_keep_update,,No,,No,No,,No
4676,no_evident_not_upgrade_room_free,upgrade_room_free,not_kind_staff,,No,,Yes,Yes,,Yes
4677,no_evident_not_upgrade_room_free,upgrade_room_free,no_empathy_staff,,No,,Yes,Yes,,Yes
4678,no_evident_not_upgrade_room_free,upgrade_room_free,staff_fail_to_communicate_with_taxi,,No,,No,No,,No
4679,no_evident_not_upgrade_room_free,upgrade_room_free,staff_fail_to_guest_request,,No,,No,No,,No
4680,no_evident_not_upgrade_room_free,upgrade_room_free,staff_cannot_provide_double_bed,,No,,No,No,,No
4681,no_evident_not_upgrade_room_free,upgrade_room_free,offended_staff,,No,,No,No,,No
4682,no_evident_not_upgrade_room_free,upgrade_room_free,staff_not_justify_booking_issue,,No,,No,No,,No
4683,no_evident_not_upgrade_room_free,upgrade_room_free,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,No,,No,No,,No
4684,no_evident_not_upgrade_room_free,upgrade_room_free,staff_enforce_cancellation_charge,,No,,No,No,,No
4685,no_evident_not_upgrade_room_free,upgrade_room_free,staff_mistakenly_throw_valuable_item_during_cleaning_service,,No,,No,No,,No
4686,no_evident_not_upgrade_room_free,upgrade_room_free,staff_not_provide_good_solution,,No,,No,No,,No
4687,no_evident_not_upgrade_room_free,upgrade_room_free,staff_has_unaceptable_manner,,No,,No,No,,No
4688,no_evident_not_upgrade_room_free,upgrade_room_free,staff_not_speak_Cypriot_language,,No,,No,No,,No
4689,no_evident_not_upgrade_room_free,upgrade_room_free,no_staff_at_night,,No,,No,No,,No
4690,no_evident_not_upgrade_room_free,upgrade_room_free,staff_not_understand_English_well,,No,,No,No,,No
4691,no_evident_not_upgrade_room_free,upgrade_room_free,staff_cannot_give_bus_to_airport_information,,No,,No,No,,No
4692,no_evident_not_upgrade_room_free,upgrade_room_free,only_one_staff_wear_mask,,No,,No,No,,No
4693,no_evident_not_personal_attention_staff,personal_attention_staff,staff_not_speak_English_properly,,,,No,No,,No
4694,no_evident_not_personal_attention_staff,personal_attention_staff,staff_clean_after_complaint,,,,No,No,,No
4695,no_evident_not_personal_attention_staff,personal_attention_staff,staff_should_learn_better_English,,,,No,No,,No
4696,no_evident_not_personal_attention_staff,personal_attention_staff,staff_need_improve_organization,,,,No,No,,No
4697,no_evident_not_personal_attention_staff,personal_attention_staff,staff_need_improve_collaboration,,,,No,No,,No
4698,no_evident_not_personal_attention_staff,personal_attention_staff,staff_need_keep_update,,,,No,No,,No
4699,no_evident_not_personal_attention_staff,personal_attention_staff,not_kind_staff,,,,Yes,No,Yes,Yes
4700,no_evident_not_personal_attention_staff,personal_attention_staff,no_empathy_staff,,,,Yes,No,Yes,Yes
4701,no_evident_not_personal_attention_staff,personal_attention_staff,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4702,no_evident_not_personal_attention_staff,personal_attention_staff,staff_fail_to_guest_request,,,,No,No,,No
4703,no_evident_not_personal_attention_staff,personal_attention_staff,staff_cannot_provide_double_bed,,,,No,No,,No
4704,no_evident_not_personal_attention_staff,personal_attention_staff,offended_staff,,,,Yes,No,Yes,Yes
4705,no_evident_not_personal_attention_staff,personal_attention_staff,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
4706,no_evident_not_personal_attention_staff,personal_attention_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4707,no_evident_not_personal_attention_staff,personal_attention_staff,staff_enforce_cancellation_charge,,,,No,No,,No
4708,no_evident_not_personal_attention_staff,personal_attention_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4709,no_evident_not_personal_attention_staff,personal_attention_staff,staff_not_provide_good_solution,,,,Yes,Yes,,Yes
4710,no_evident_not_personal_attention_staff,personal_attention_staff,staff_has_unaceptable_manner,,,,Yes,No,Yes,Yes
4711,no_evident_not_personal_attention_staff,personal_attention_staff,staff_not_speak_Cypriot_language,,,,No,No,,No
4712,no_evident_not_personal_attention_staff,personal_attention_staff,no_staff_at_night,,,,Yes,No,No,No
4713,no_evident_not_personal_attention_staff,personal_attention_staff,staff_not_understand_English_well,,,,No,No,,No
4714,no_evident_not_personal_attention_staff,personal_attention_staff,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4715,no_evident_not_personal_attention_staff,personal_attention_staff,only_one_staff_wear_mask,,,,Yes,No,No,No
4716,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_not_speak_English_properly,,,,No,No,,No
4717,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_clean_after_complaint,,,,No,No,,No
4718,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_should_learn_better_English,,,,No,No,,No
4719,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_need_improve_organization,,,,No,Yes,Yes,Yes
4720,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_need_improve_collaboration,,,,No,No,,No
4721,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_need_keep_update,,,,No,No,,No
4722,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,not_kind_staff,,,,Yes,No,Yes,Yes
4723,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,no_empathy_staff,,,,Yes,No,Yes,Yes
4724,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4725,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_fail_to_guest_request,,,,No,No,,No
4726,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_cannot_provide_double_bed,,,,No,No,,No
4727,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,offended_staff,,,,No,No,,No
4728,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
4729,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4730,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_enforce_cancellation_charge,,,,No,No,,No
4731,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4732,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_not_provide_good_solution,,,,Yes,Yes,,Yes
4733,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_has_unaceptable_manner,,,,No,No,,No
4734,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_not_speak_Cypriot_language,,,,No,No,,No
4735,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,no_staff_at_night,,,,No,Yes,No,No
4736,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_not_understand_English_well,,,,No,No,,No
4737,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4738,no_evident_not_staff_left_clear_information_for_arrival,staff_left_clear_information_for_arrival,only_one_staff_wear_mask,,,,No,No,,No
4739,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_not_speak_English_properly,,,,No,No,,No
4740,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_clean_after_complaint,,,,No,No,,No
